variant,partyId,profile,seedIndex,decisions,finalScore,qualified,won,firstRoundScore,eventIdSetSize,eventIdSetHash,rankVolatility,pollStdev,rareOrChainOrConflictMoments,ideologyMoveTotal,actorMemoryEntries
B1_no_opportunistic_randomness,lr,strategist,0,31,85,true,true,16.2,31,3839a0e1,0.258,1.49,2,11.23,0
B2_no_rare_events,lr,strategist,0,29,74,true,false,14.8,29,90cb9a78,0.276,1.31,1,19.5,1
C_no_narrative_memory,lr,strategist,0,25,58,false,false,12.5,25,8a3e9fc0,0.44,1.27,2,21.33,0
E_no_ideology_effects,lr,strategist,0,31,82,true,true,16.5,31,98cbdd1,0.258,1.21,5,0,5
F_no_delayed_consequences,lr,strategist,0,31,84,true,true,16,31,69dd3791,0.258,1.24,1,8.38,0
A_baseline,lr,strategist,1,31,88,true,true,16.7,31,8bcc7670,0.387,1.43,1,21.13,2
B1_no_opportunistic_randomness,lr,strategist,1,31,83,true,true,14,31,82564cf9,0.323,1.77,2,12.2,3
B2_no_rare_events,lr,strategist,1,31,84,true,true,16.3,31,70c35c77,0.516,1.24,0,18.4,1
C_no_narrative_memory,lr,strategist,1,25,52,false,false,12,25,28d1ed58,0.6,1.07,0,8.53,0
E_no_ideology_effects,lr,strategist,1,31,77,true,true,14.8,31,b502f9ad,0.419,1.3,3,0,2
F_no_delayed_consequences,lr,strategist,1,29,74,true,false,14.9,29,81408382,0.621,1.22,2,12.06,4
A_baseline,lr,strategist,2,25,60,false,false,12.9,25,739b601b,0.44,1.15,4,9.63,5
B1_no_opportunistic_randomness,lr,strategist,2,31,94,true,true,20.7,31,1afbf57a,0.065,2.04,3,25.46,2
B2_no_rare_events,lr,strategist,2,31,88,true,true,17.2,31,9f008023,0.161,1.47,1,8.36,2
C_no_narrative_memory,lr,strategist,2,25,60,false,false,13.3,25,a4c9608,0.56,1.23,1,18.4,0
E_no_ideology_effects,lr,strategist,2,31,81,true,true,15.9,31,d72fa3e0,0.194,1.31,2,0,5
F_no_delayed_consequences,lr,strategist,2,31,84,true,true,16.9,31,62e530de,0.161,1.6,2,11.38,4
A_baseline,lr,strategist,3,25,62,false,false,14,25,6e563d6d,0.24,1.75,2,10.72,3
B1_no_opportunistic_randomness,lr,strategist,3,31,84,true,true,15.3,31,bd5702e9,0.323,2.09,0,24.38,1
B2_no_rare_events,lr,strategist,3,31,87,true,true,17.4,31,e3e21613,0.452,1.41,5,19.1,4
C_no_narrative_memory,lr,strategist,3,25,62,false,false,12.9,25,2536a981,0.32,1.37,3,22.16,0
E_no_ideology_effects,lr,strategist,3,25,57,false,false,13.3,25,160368c4,0.56,1.09,1,0,2
F_no_delayed_consequences,lr,strategist,3,29,82,true,false,16.5,29,8793b05c,0.276,1.97,2,18.63,1
A_baseline,lr,strategist,4,31,85,true,true,15.8,31,67fcb08a,0.355,2.2,3,16.33,2
B1_no_opportunistic_randomness,lr,strategist,4,31,93,true,true,19.4,31,8f80756e,0.258,1.65,1,13.8,1
B2_no_rare_events,lr,strategist,4,31,87,true,true,16.6,31,1b2ddb93,0.194,1.71,2,14.28,2
C_no_narrative_memory,lr,strategist,4,31,82,true,true,14.1,31,f43690d2,0.161,1.97,2,16.32,0
E_no_ideology_effects,lr,strategist,4,31,77,true,true,15.1,31,2fe8be2e,0.419,1.77,1,0,1
F_no_delayed_consequences,lr,strategist,4,31,87,true,true,17.7,31,deea3245,0.258,1.34,0,13.89,2
A_baseline,lr,strategist,5,25,49,false,false,10.1,25,6d894d50,0.44,0.61,3,15.73,3
B1_no_opportunistic_randomness,lr,strategist,5,29,75,true,false,14.4,29,7e915603,0.483,1.66,3,17.09,3
B2_no_rare_events,lr,strategist,5,29,72,true,false,13.2,29,891d32dd,0.483,1.37,2,15.17,4
C_no_narrative_memory,lr,strategist,5,31,87,true,true,16.9,31,acb2607f,0.194,1.47,3,20.75,0
E_no_ideology_effects,lr,strategist,5,31,82,true,true,16.5,31,63914ee4,0.387,1.38,2,0,2
F_no_delayed_consequences,lr,strategist,5,29,78,true,false,15.6,29,663acdce,0.276,1.57,0,22.87,2
A_baseline,lr,strategist,6,31,85,true,true,16,31,c25eba9a,0.129,1.54,3,19.99,2
B1_no_opportunistic_randomness,lr,strategist,6,31,87,true,true,16.6,31,df62dc6a,0.355,1.41,0,19.39,0
B2_no_rare_events,lr,strategist,6,31,88,true,true,16.7,31,3cd484e9,0.29,1.33,0,16.75,2
C_no_narrative_memory,lr,strategist,6,25,53,false,false,11.6,25,468f55c8,0.36,0.99,0,23.03,0
E_no_ideology_effects,lr,strategist,6,31,81,true,true,15.6,31,6389e4f7,0.226,1.31,1,0,2
F_no_delayed_consequences,lr,strategist,6,25,58,false,false,12.6,25,483e9788,0.48,1.49,3,16.67,3
A_baseline,lr,strategist,7,31,82,true,true,14,31,9006e2e6,0.097,1.45,3,20.56,3
B1_no_opportunistic_randomness,lr,strategist,7,31,83,true,true,14.3,31,135f5d64,0.194,1.83,0,15.56,2
B2_no_rare_events,lr,strategist,7,31,80,true,true,14,31,8210aef6,0.419,1.9,2,17.54,1
C_no_narrative_memory,lr,strategist,7,31,86,true,true,16.9,31,ae16d71f,0.355,1.5,1,19.48,0
E_no_ideology_effects,lr,strategist,7,25,55,false,false,12.6,25,32a22f3f,0.28,1.19,2,0,2
F_no_delayed_consequences,lr,strategist,7,31,90,true,true,18.1,31,6ec8f773,0.387,1.75,2,9.68,2
A_baseline,lr,cautious,0,31,87,true,true,16.9,31,5db4fa4c,0.29,1.89,2,6.86,2
B1_no_opportunistic_randomness,lr,cautious,0,31,82,true,true,15.1,31,d80d4f0c,0.29,1.47,2,11.49,0
B2_no_rare_events,lr,cautious,0,31,85,true,true,16.1,31,c486c69b,0.258,1.62,0,12.26,1
C_no_narrative_memory,lr,cautious,0,31,85,true,true,15.2,31,a319bc81,0.226,1.72,4,10.9,0
E_no_ideology_effects,lr,cautious,0,31,81,true,true,15.2,31,c627f6ca,0.387,1.3,3,0,3
F_no_delayed_consequences,lr,cautious,0,31,84,true,true,16,31,8f641c2a,0.258,1.37,2,14.67,0
A_baseline,lr,cautious,1,31,81,true,true,14.5,31,843e30fb,0.29,1.28,1,10.66,1
B1_no_opportunistic_randomness,lr,cautious,1,25,54,false,false,11.5,25,5cd8df45,0.36,1.13,2,8.72,2
B2_no_rare_events,lr,cautious,1,31,88,true,true,17.3,31,21f2ec2f,0.194,1.44,0,16.95,1
C_no_narrative_memory,lr,cautious,1,25,59,false,false,13.8,25,8c2b2cf2,0.44,1.47,2,9.06,0
E_no_ideology_effects,lr,cautious,1,31,77,true,true,14.2,31,169cf23e,0.419,1.3,3,0,1
F_no_delayed_consequences,lr,cautious,1,29,79,true,false,15.8,29,68e191d1,0.241,1.43,2,12.47,2
A_baseline,lr,cautious,2,25,60,false,false,12.7,25,48291f13,0.28,1.23,3,10.97,2
B1_no_opportunistic_randomness,lr,cautious,2,31,88,true,true,17.2,31,41231e58,0.065,1.45,4,15.17,2
B2_no_rare_events,lr,cautious,2,31,86,true,true,16.7,31,acd21203,0.097,1.49,2,17.44,2
C_no_narrative_memory,lr,cautious,2,31,82,true,true,14.5,31,db512189,0.29,1.52,0,10.17,0
E_no_ideology_effects,lr,cautious,2,25,56,false,false,13.4,25,a5e68af2,0.52,1.24,2,0,2
F_no_delayed_consequences,lr,cautious,2,29,76,true,false,15.9,29,e222c39c,0.138,1.44,2,6.81,1
A_baseline,lr,cautious,3,25,57,false,false,12.5,25,92087b7a,0.32,1.36,2,13.04,2
B1_no_opportunistic_randomness,lr,cautious,3,31,83,true,true,14.9,31,e976ad58,0.29,2.17,0,14.24,2
B2_no_rare_events,lr,cautious,3,31,82,true,true,15.7,31,e513267f,0.29,1.38,5,8.79,4
C_no_narrative_memory,lr,cautious,3,25,55,false,false,12.1,25,c64ec90f,0.28,1.34,3,11.69,0
E_no_ideology_effects,lr,cautious,3,29,73,true,false,15.1,29,d3047560,0.345,1.01,1,0,2
F_no_delayed_consequences,lr,cautious,3,29,80,true,false,16.6,29,e9bc8159,0.241,2.03,2,17.5,1
A_baseline,lr,cautious,4,31,85,true,true,16,31,a14810fc,0.29,1.46,0,6.25,1
B1_no_opportunistic_randomness,lr,cautious,4,31,91,true,true,18.4,31,7a837e94,0.194,1.51,0,15.27,1
B2_no_rare_events,lr,cautious,4,31,85,true,true,15.6,31,199b839d,0.258,1.64,2,16.49,2
C_no_narrative_memory,lr,cautious,4,31,83,true,true,15,31,b30fbe8b,0.194,2.08,3,18.85,0
E_no_ideology_effects,lr,cautious,4,31,78,true,true,14.9,31,12284f84,0.258,1.57,3,0,2
F_no_delayed_consequences,lr,cautious,4,31,89,true,true,17.5,31,82a2e8de,0.194,1.5,0,7.13,2
A_baseline,lr,cautious,5,25,58,false,false,12.6,25,c1c931f,0.16,1,2,10.17,1
B1_no_opportunistic_randomness,lr,cautious,5,29,77,true,false,14.7,29,754cadbb,0.345,1.68,3,18.06,2
B2_no_rare_events,lr,cautious,5,29,72,true,false,13.1,29,7cc3de49,0.276,1.43,3,15.33,2
C_no_narrative_memory,lr,cautious,5,31,85,true,true,16.3,31,deaece1,0.258,1.27,5,16.63,0
E_no_ideology_effects,lr,cautious,5,25,52,false,false,12.7,25,889c340a,0.4,1.24,2,0,2
F_no_delayed_consequences,lr,cautious,5,31,86,true,true,16.1,31,8bdac4bb,0.194,1.76,0,22.09,2
A_baseline,lr,cautious,6,31,83,true,true,15.2,31,afa35a48,0.129,1.59,6,14.51,5
B1_no_opportunistic_randomness,lr,cautious,6,31,83,true,true,15.5,31,b260016e,0.258,1.03,0,8.94,0
B2_no_rare_events,lr,cautious,6,31,85,true,true,16,31,191c8c57,0.29,1.36,0,9.53,0
C_no_narrative_memory,lr,cautious,6,29,75,true,false,14.1,29,9ef3b3ff,0.172,1.12,1,13.92,0
E_no_ideology_effects,lr,cautious,6,25,53,false,false,11.6,25,b7a7ebc6,0.28,1.14,0,0,1
F_no_delayed_consequences,lr,cautious,6,31,87,true,true,17.2,31,505590e6,0.419,1.88,1,10.97,0
A_baseline,lr,cautious,7,31,82,true,true,14.4,31,fe214227,0.097,1.17,2,14.08,2
B1_no_opportunistic_randomness,lr,cautious,7,29,75,true,false,13.1,29,d5d1f0d,0.207,1.62,0,17.93,2
B2_no_rare_events,lr,cautious,7,31,75,true,true,13,31,94f3145d,0.419,1.62,1,8.97,0
C_no_narrative_memory,lr,cautious,7,31,77,true,true,14.7,31,9c42d4b5,0.452,1.16,1,10.56,0
E_no_ideology_effects,lr,cautious,7,25,54,false,false,12.6,25,fce70647,0.44,1.28,1,0,1
F_no_delayed_consequences,lr,cautious,7,31,85,true,true,16.5,31,39bb9d9,0.29,1.21,2,9.39,1
A_baseline,lr,beginner,0,31,89,true,true,17.4,31,f119f33b,0.323,2.07,3,14.18,3
B1_no_opportunistic_randomness,lr,beginner,0,31,84,true,true,15.9,31,3839a0e1,0.323,1.54,2,12.63,0
B2_no_rare_events,lr,beginner,0,31,84,true,true,15.6,31,3efe550f,0.226,1.45,1,20.08,0
C_no_narrative_memory,lr,beginner,0,25,62,false,false,13.6,25,cd86e7fc,0.4,1.45,0,17.47,0
E_no_ideology_effects,lr,beginner,0,31,85,true,true,17.5,31,639a8655,0.226,1.49,5,0,4
F_no_delayed_consequences,lr,beginner,0,31,87,true,true,16.3,31,69dd3791,0.258,1.41,1,16.26,0
A_baseline,lr,beginner,1,31,85,true,true,15.6,31,843e30fb,0.29,1.54,1,16.44,1
B1_no_opportunistic_randomness,lr,beginner,1,31,83,true,true,14.2,31,2b0a7822,0.355,1.83,3,7.85,2
B2_no_rare_events,lr,beginner,1,31,87,true,true,16.4,31,d9ec4ae7,0.29,1.27,0,11.76,1
C_no_narrative_memory,lr,beginner,1,29,79,true,false,15.8,29,d3018d28,0.276,1.86,1,14.03,0
E_no_ideology_effects,lr,beginner,1,31,82,true,true,15.4,31,169cf23e,0.419,1.48,3,0,1
F_no_delayed_consequences,lr,beginner,1,29,81,true,false,16.7,29,b62d3db9,0.241,1.61,2,19.87,3
A_baseline,lr,beginner,2,25,57,false,false,11.8,25,cf00d6fa,0.56,1.11,3,13.22,2
B1_no_opportunistic_randomness,lr,beginner,2,31,95,true,true,19.8,31,b1236434,0.065,2.07,6,16.34,2
B2_no_rare_events,lr,beginner,2,31,86,true,true,16.4,31,9f008023,0.097,1.48,1,11.56,2
C_no_narrative_memory,lr,beginner,2,31,85,true,true,15,31,db512189,0.226,1.71,0,17.62,0
E_no_ideology_effects,lr,beginner,2,31,82,true,true,15.5,31,2bfc4287,0.323,1.31,2,0,5
F_no_delayed_consequences,lr,beginner,2,31,89,true,true,18.1,31,144003aa,0.129,1.87,2,17.84,3
A_baseline,lr,beginner,3,25,65,false,false,14.7,25,30bb7567,0.24,1.96,2,20.06,3
B1_no_opportunistic_randomness,lr,beginner,3,31,81,true,true,14.3,31,bd5702e9,0.29,2.05,0,18.37,1
B2_no_rare_events,lr,beginner,3,31,90,true,true,18.6,31,b396fe3,0.355,1.5,5,14.13,3
C_no_narrative_memory,lr,beginner,3,31,81,true,true,13.5,31,eef418f4,0.226,1.71,2,8.77,0
E_no_ideology_effects,lr,beginner,3,31,79,true,true,14,31,533c67b8,0.452,1.31,1,0,2
F_no_delayed_consequences,lr,beginner,3,29,82,true,false,16.8,29,8793b05c,0.241,2.08,2,16.7,1
A_baseline,lr,beginner,4,31,85,true,true,15.6,31,2f039197,0.29,1.39,1,11.63,2
B1_no_opportunistic_randomness,lr,beginner,4,31,93,true,true,19.2,31,7a837e94,0.161,1.67,0,15.37,1
B2_no_rare_events,lr,beginner,4,31,87,true,true,16.6,31,f99f76fc,0.258,1.9,2,15.38,2
C_no_narrative_memory,lr,beginner,4,31,84,true,true,15.3,31,5bd712f0,0.161,2.28,2,19.16,0
E_no_ideology_effects,lr,beginner,4,31,80,true,true,15.2,31,2fe8be2e,0.387,1.8,1,0,1
F_no_delayed_consequences,lr,beginner,4,31,88,true,true,17.3,31,5035cbf,0.129,1.37,0,10.41,2
A_baseline,lr,beginner,5,29,79,true,false,14.6,29,5d506a5c,0.138,1.99,3,20.45,2
B1_no_opportunistic_randomness,lr,beginner,5,29,79,true,false,15,29,7e915603,0.345,1.99,3,13.8,3
B2_no_rare_events,lr,beginner,5,31,84,true,true,14.5,31,16f4cc1f,0.161,1.76,3,16.61,4
C_no_narrative_memory,lr,beginner,5,31,86,true,true,16.6,31,346b5a54,0.258,1.24,3,22.23,0
E_no_ideology_effects,lr,beginner,5,31,86,true,true,17,31,4489d351,0.323,1.62,2,0,2
F_no_delayed_consequences,lr,beginner,5,31,84,true,true,15.8,31,1c9e86fb,0.194,1.69,0,15.28,2
A_baseline,lr,beginner,6,31,89,true,true,17.8,31,d38be09e,0.129,1.99,3,18.06,2
B1_no_opportunistic_randomness,lr,beginner,6,31,85,true,true,16.1,31,7d494be6,0.258,1.33,0,14.94,0
B2_no_rare_events,lr,beginner,6,31,89,true,true,17.2,31,e403acfa,0.29,1.64,1,19.04,3
C_no_narrative_memory,lr,beginner,6,31,82,true,true,14.3,31,c7744665,0.161,1.22,3,17.15,0
E_no_ideology_effects,lr,beginner,6,31,80,true,true,15.3,31,6389e4f7,0.258,1.38,1,0,2
F_no_delayed_consequences,lr,beginner,6,31,86,true,true,17,31,7bdfeb3c,0.387,1.85,1,17.27,1
A_baseline,lr,beginner,7,25,63,false,false,13.6,25,ea85e394,0.12,1.23,3,15.48,3
B1_no_opportunistic_randomness,lr,beginner,7,29,72,true,false,12.8,29,ee72239f,0.241,1.6,0,21.33,2
B2_no_rare_events,lr,beginner,7,31,84,true,true,15,31,48b3b88d,0.419,2.17,2,18.81,1
C_no_narrative_memory,lr,beginner,7,31,83,true,true,16.2,31,6459e783,0.484,1.65,0,13.92,0
E_no_ideology_effects,lr,beginner,7,31,78,true,true,13.7,31,767d4bc3,0.323,1.53,0,0,0
F_no_delayed_consequences,lr,beginner,7,31,88,true,true,17.4,31,b786256d,0.29,1.51,2,11.22,2
A_baseline,rn,strategist,0,31,76,true,true,15.8,31,68c93d4e,0.194,0.97,2,9.45,4
B1_no_opportunistic_randomness,rn,strategist,0,29,70,true,false,16.1,29,d8f86a2c,0,1.24,6,10.95,3
B2_no_rare_events,rn,strategist,0,29,66,true,false,14.7,29,8804bc01,0.138,1.53,4,8.18,4
C_no_narrative_memory,rn,strategist,0,29,75,true,false,18.2,29,f5557bc1,0.034,1.28,0,11.75,0
E_no_ideology_effects,rn,strategist,0,29,67,true,false,16.2,29,5a520841,0.138,1.27,5,3,7
F_no_delayed_consequences,rn,strategist,0,29,70,true,false,16.2,29,65a62080,0,0.71,2,13.96,2
A_baseline,rn,strategist,1,29,73,true,false,17.6,29,ef589e50,0.034,1.19,2,11.27,3
B1_no_opportunistic_randomness,rn,strategist,1,31,77,true,true,16.6,31,21f4f6f2,0,1.2,2,17.06,2
B2_no_rare_events,rn,strategist,1,31,71,true,true,14.9,31,1a2eba07,0.161,1.17,2,16.62,3
C_no_narrative_memory,rn,strategist,1,29,74,true,false,17.8,29,fb56cc38,0,1.31,0,9.57,0
E_no_ideology_effects,rn,strategist,1,31,76,true,true,17.7,31,a7268218,0.065,1.21,0,3,0
F_no_delayed_consequences,rn,strategist,1,29,69,true,false,15.1,29,cbbb84f7,0.138,1.66,4,12.48,3
A_baseline,rn,strategist,2,29,63,true,false,11.6,29,1d7e729f,0,1.04,5,17.3,4
B1_no_opportunistic_randomness,rn,strategist,2,31,82,true,true,18.6,31,74eb18ae,0.065,1.31,2,15.19,1
B2_no_rare_events,rn,strategist,2,31,78,true,true,17.3,31,60efa17a,0.097,1.56,3,12.21,4
C_no_narrative_memory,rn,strategist,2,29,76,true,false,18.4,29,114805f5,0.172,1.79,0,21.41,0
E_no_ideology_effects,rn,strategist,2,29,69,true,false,16.7,29,6c355854,0,1.18,2,0,3
F_no_delayed_consequences,rn,strategist,2,29,67,true,false,17.1,29,a608db8a,0.172,1.45,4,11.86,5
A_baseline,rn,strategist,3,29,78,true,false,18.8,29,f2c782da,0,1.01,2,17.57,3
B1_no_opportunistic_randomness,rn,strategist,3,31,76,true,true,15.9,31,70465f5d,0.032,1.59,2,19.33,1
B2_no_rare_events,rn,strategist,3,25,54,false,false,13.8,25,c408c819,0.2,0.92,4,12.53,5
C_no_narrative_memory,rn,strategist,3,29,68,true,false,14.6,29,637a167e,0.172,1.57,2,13.97,0
E_no_ideology_effects,rn,strategist,3,29,67,true,false,16.5,29,87ed6c4d,0.276,1.23,1,3,1
F_no_delayed_consequences,rn,strategist,3,29,75,true,false,19.5,29,5f709ca8,0.172,1.36,4,13.97,4
A_baseline,rn,strategist,4,31,82,true,true,18.3,31,a122532,0.032,1.4,2,6.62,2
B1_no_opportunistic_randomness,rn,strategist,4,29,69,true,false,14.2,29,3034d1b9,0.069,1.34,2,21.47,1
B2_no_rare_events,rn,strategist,4,31,84,true,true,18.9,31,69536ce0,0.065,1.53,2,12.69,1
C_no_narrative_memory,rn,strategist,4,31,76,true,true,13.3,31,1cb228b3,0.161,1.58,0,13.94,0
E_no_ideology_effects,rn,strategist,4,29,67,true,false,15.9,29,7a685ac2,0,1.31,1,0,2
F_no_delayed_consequences,rn,strategist,4,29,72,true,false,16.6,29,9a374afd,0.069,1.25,0,27.19,0
A_baseline,rn,strategist,5,29,68,true,false,14.4,29,8b82d379,0,1.56,3,13.78,2
B1_no_opportunistic_randomness,rn,strategist,5,25,53,false,false,13.4,25,496018b0,0.36,1.37,2,17.83,2
B2_no_rare_events,rn,strategist,5,31,80,true,true,17,31,77f3cba5,0.065,1.34,2,23.93,4
C_no_narrative_memory,rn,strategist,5,29,69,true,false,17.3,29,645da572,0.172,1.2,6,10.39,0
E_no_ideology_effects,rn,strategist,5,25,45,false,false,11.8,25,57037db,0.28,1.29,3,3,4
F_no_delayed_consequences,rn,strategist,5,29,72,true,false,17.7,29,4deb2cc9,0,1.12,2,20.04,2
A_baseline,rn,strategist,6,31,88,true,true,21.5,31,4feaea8,0,1.29,2,14.12,3
B1_no_opportunistic_randomness,rn,strategist,6,31,74,true,true,15.7,31,39bccaa4,0.065,1.27,0,21.46,1
B2_no_rare_events,rn,strategist,6,29,64,true,false,13.4,29,4b5d0618,0,1.03,4,15.08,3
C_no_narrative_memory,rn,strategist,6,31,84,true,true,19.3,31,9ce6f6da,0.065,1.43,1,29.82,0
E_no_ideology_effects,rn,strategist,6,29,67,true,false,15.1,29,fca7c2f2,0,1.4,1,0,2
F_no_delayed_consequences,rn,strategist,6,29,76,true,false,18.5,29,24399bd2,0,1.14,0,21.16,1
A_baseline,rn,strategist,7,29,71,true,false,15,29,49dd8e0,0.034,1.76,3,17.62,4
B1_no_opportunistic_randomness,rn,strategist,7,29,67,true,false,15.6,29,2becde92,0.207,1.45,1,14.26,1
B2_no_rare_events,rn,strategist,7,29,71,true,false,16.3,29,175c9cb6,0,1.19,1,15.6,2
C_no_narrative_memory,rn,strategist,7,31,78,true,true,16.4,31,8636f46a,0,1.47,0,11.59,0
E_no_ideology_effects,rn,strategist,7,29,70,true,false,17.2,29,b3fcdb0e,0,0.98,0,0,0
F_no_delayed_consequences,rn,strategist,7,31,79,true,true,17,31,fcd456c1,0.065,1.4,4,10.97,3
A_baseline,rn,cautious,0,31,84,true,true,18.3,31,4896670c,0,1.68,3,8.59,4
B1_no_opportunistic_randomness,rn,cautious,0,29,74,true,false,17.1,29,321e1ab9,0,1.56,7,8.52,2
B2_no_rare_events,rn,cautious,0,29,73,true,false,16.2,29,eb53d19c,0,1.68,4,10.12,4
C_no_narrative_memory,rn,cautious,0,31,86,true,true,20.3,31,f9303fee,0.032,1.79,1,7.43,0
E_no_ideology_effects,rn,cautious,0,31,79,true,true,17.8,31,aa315fa7,0.065,1.67,4,0,4
F_no_delayed_consequences,rn,cautious,0,29,77,true,false,17.8,29,3f4b9abb,0,1.03,2,9.47,2
A_baseline,rn,cautious,1,29,66,true,false,13,29,b215d62e,0.034,1.09,2,11.74,3
B1_no_opportunistic_randomness,rn,cautious,1,29,71,true,false,16.1,29,97f9371a,0,1.25,2,3.86,2
B2_no_rare_events,rn,cautious,1,29,73,true,false,16.9,29,8dbfd2c4,0.103,2.04,2,14.87,5
C_no_narrative_memory,rn,cautious,1,29,75,true,false,17.9,29,f24d62e7,0,1.33,0,10.41,0
E_no_ideology_effects,rn,cautious,1,31,78,true,true,17.6,31,a7268218,0,1.29,0,0,0
F_no_delayed_consequences,rn,cautious,1,29,68,true,false,14.6,29,9677fedb,0.138,1.79,4,11.81,3
A_baseline,rn,cautious,2,31,79,true,true,15.5,31,8cd3fb01,0,1.28,2,18.2,4
B1_no_opportunistic_randomness,rn,cautious,2,31,86,true,true,20.1,31,74eb18ae,0,1.75,2,6.34,1
B2_no_rare_events,rn,cautious,2,31,81,true,true,17.9,31,636e3bac,0.097,1.88,3,11.6,4
C_no_narrative_memory,rn,cautious,2,31,84,true,true,18,31,a07c1862,0.097,1.92,0,7.06,0
E_no_ideology_effects,rn,cautious,2,31,77,true,true,17.3,31,bc1f873e,0,1.35,2,0,3
F_no_delayed_consequences,rn,cautious,2,29,74,true,false,16.5,29,c4757e27,0.172,2.49,2,8.87,3
A_baseline,rn,cautious,3,31,84,true,true,19.6,31,75176061,0,1.43,5,15.99,3
B1_no_opportunistic_randomness,rn,cautious,3,31,79,true,true,16,31,70465f5d,0.032,1.98,2,6.34,1
B2_no_rare_events,rn,cautious,3,29,70,true,false,15.3,29,5ad2ed2a,0.034,1.58,4,7.52,3
C_no_narrative_memory,rn,cautious,3,29,68,true,false,14.4,29,a88bc04b,0.172,1.59,3,8.11,0
E_no_ideology_effects,rn,cautious,3,29,68,true,false,15.4,29,7decae8f,0.276,1.12,1,0,1
F_no_delayed_consequences,rn,cautious,3,31,83,true,true,20.9,31,79c41544,0.097,1.57,5,11.08,6
A_baseline,rn,cautious,4,31,80,true,true,17.1,31,d1c1051e,0.032,1.47,2,7.8,3
B1_no_opportunistic_randomness,rn,cautious,4,25,54,false,false,13.7,25,6e33032a,0,1.13,1,6.33,1
B2_no_rare_events,rn,cautious,4,31,76,true,true,17.1,31,c48b8188,0.065,1.24,2,12.12,1
C_no_narrative_memory,rn,cautious,4,31,72,true,true,13.1,31,5ac66343,0.097,1.62,0,18.16,0
E_no_ideology_effects,rn,cautious,4,29,71,true,false,17,29,7a685ac2,0,1.47,1,0,2
F_no_delayed_consequences,rn,cautious,4,31,79,true,true,16.3,31,c746260f,0.065,1.3,0,7.18,1
A_baseline,rn,cautious,5,29,72,true,false,15.4,29,b83469fc,0,2.04,0,11.38,1
B1_no_opportunistic_randomness,rn,cautious,5,31,81,true,true,16.5,31,140562c4,0.161,2.08,2,13.21,3
B2_no_rare_events,rn,cautious,5,31,82,true,true,18.2,31,25249ec9,0.065,1.73,2,4.53,3
C_no_narrative_memory,rn,cautious,5,31,83,true,true,18.6,31,bab3a1d4,0.161,1.79,5,7.29,0
E_no_ideology_effects,rn,cautious,5,25,52,false,false,13.1,25,c00c4b75,0.2,1.6,1,0,3
F_no_delayed_consequences,rn,cautious,5,31,85,true,true,19.2,31,166d42ee,0,1.76,2,9.07,2
A_baseline,rn,cautious,6,31,78,true,true,19.1,31,11f27a87,0,0.75,2,8.54,3
B1_no_opportunistic_randomness,rn,cautious,6,31,84,true,true,17.3,31,f9697bf6,0.065,1.81,0,5.02,1
B2_no_rare_events,rn,cautious,6,29,70,true,false,14.9,29,229993d6,0,1.31,4,13.32,4
C_no_narrative_memory,rn,cautious,6,31,83,true,true,18.3,31,dbc927b6,0.065,1.42,0,8.14,0
E_no_ideology_effects,rn,cautious,6,31,74,true,true,15.3,31,3e450960,0,1.32,1,0,2
F_no_delayed_consequences,rn,cautious,6,29,80,true,false,19.7,29,6a9d87e3,0,1.52,0,9.93,1
A_baseline,rn,cautious,7,31,84,true,true,19.6,31,355bd617,0.032,1.7,2,2.74,4
B1_no_opportunistic_randomness,rn,cautious,7,29,74,true,false,16.9,29,6d8e3bde,0,1.75,1,10.7,1
B2_no_rare_events,rn,cautious,7,29,73,true,false,16.5,29,fb688063,0.069,1.44,1,8.49,2
C_no_narrative_memory,rn,cautious,7,29,63,true,false,13.7,29,b4f95b27,0,1.06,2,8.36,0
E_no_ideology_effects,rn,cautious,7,31,83,true,true,19.6,31,db8d824,0,1.29,0,0,0
F_no_delayed_consequences,rn,cautious,7,31,82,true,true,18.1,31,8f2940fa,0.065,1.67,1,8.84,2
A_baseline,rn,beginner,0,31,81,true,true,17.9,31,a1459a04,0,1.73,2,13.98,4
B1_no_opportunistic_randomness,rn,beginner,0,29,76,true,false,17.6,29,974c275e,0,1.75,6,13.73,2
B2_no_rare_events,rn,beginner,0,29,78,true,false,17.6,29,7d4ec935,0,2.13,4,23.31,4
C_no_narrative_memory,rn,beginner,0,31,84,true,true,19.7,31,102cb366,0.032,1.69,4,1.92,0
E_no_ideology_effects,rn,beginner,0,31,78,true,true,17.8,31,e5b2d66b,0.065,1.83,6,0,6
F_no_delayed_consequences,rn,beginner,0,29,80,true,false,18.8,29,53bc9501,0,1.32,2,17.73,2
A_baseline,rn,beginner,1,31,71,true,true,13.3,31,48cb5e1c,0.032,1.22,2,13.62,3
B1_no_opportunistic_randomness,rn,beginner,1,31,77,true,true,16.2,31,faa1feb2,0,1.28,3,8.21,3
B2_no_rare_events,rn,beginner,1,29,73,true,false,16,29,576141b5,0.103,2.08,4,13.53,4
C_no_narrative_memory,rn,beginner,1,29,78,true,false,18.2,29,c1d13734,0,1.48,0,12.48,0
E_no_ideology_effects,rn,beginner,1,31,79,true,true,18.2,31,a7268218,0,1.41,0,0,0
F_no_delayed_consequences,rn,beginner,1,29,69,true,false,14.7,29,f89cfb15,0.138,1.76,2,10.32,2
