margin_d0,margin_d0.25,margin_d0.4,margin_d0.5,margin_d0.62,margin_d0.75,margin_d1,runKey,agent,finalistLeft,finalistRight,r1ScoreLeft,r1ScoreRight,r1Margin,r2ScoreLeft,r2ScoreRight,r2Margin,r2Winner,favoriteAtR1,favoriteWonR2,playerIsFinalist,playerWon,turnout,detLeftAt62,detRightAt62,detMarginAt62,detMarginAt100,detMarginAt0,retainedShareLeft,retainedShareRight,transferredShareLeft,transferredShareRight,dampingContributionToMargin
12.28,17.36,20.42,22.46,24.9,27.54,32.62,nouvelle_energie:prudent:268,prudent,nouvelle_energie,rn,24.7,14.7,10,60.8,39.2,21.6,nouvelle_energie,nouvelle_energie,true,true,true,72.1,62.45,37.55,24.9,32.62,12.28,63.2,36.8,25.54,15.81,7.72
5.38,10.08,12.9,14.78,17.04,19.48,24.18,nouvelle_energie:prudent:269,prudent,nouvelle_energie,rn,21.2,17.5,3.7,58.5,41.5,17,nouvelle_energie,nouvelle_energie,true,true,true,72.2,58.52,41.48,17.04,24.18,5.38,55.8,44.2,24.92,16.03,7.14
10.8,14.9,17.36,19,20.96,23.1,27.18,nouvelle_energie:prudent:270,prudent,nouvelle_energie,ps,24.5,15.6,8.9,61.2,38.8,22.4,nouvelle_energie,nouvelle_energie,true,true,true,72.5,60.48,39.52,20.96,27.18,10.8,62,38,26.44,18.21,6.22
4.08,6.84,8.5,9.6,10.92,12.36,15.1,nouvelle_energie:prudent:271,prudent,nouvelle_energie,ps,18.1,14.6,3.5,52,48,4,nouvelle_energie,nouvelle_energie,true,true,true,71.5,55.46,44.54,10.92,15.1,4.08,55.4,44.6,26.49,21.24,4.18
9.64,14.02,16.66,18.4,20.52,22.8,27.18,nouvelle_energie:prudent:272,prudent,nouvelle_energie,rn,22.6,14.8,7.8,59.4,40.6,18.8,nouvelle_energie,nouvelle_energie,true,true,true,71.6,60.26,39.74,20.52,27.18,9.64,60.7,39.3,24.54,16.42,6.66
13.56,18.14,20.88,22.7,24.9,27.28,31.84,nouvelle_energie:prudent:273,prudent,nouvelle_energie,rn,23.3,12.4,10.9,63,37,26,nouvelle_energie,nouvelle_energie,true,true,true,71.8,62.45,37.55,24.9,31.84,13.56,65.8,34.2,25.79,17.24,6.94
6.78,11.52,14.38,16.26,18.54,21.02,25.76,nouvelle_energie:prudent:274,prudent,nouvelle_energie,rn,20.5,15,5.5,63.1,36.9,26.2,nouvelle_energie,nouvelle_energie,true,true,true,71.5,59.27,40.73,18.54,25.76,6.78,58,42,25.95,17.12,7.22
7.7,9.06,9.9,10.44,11.1,11.82,13.2,nouvelle_energie:prudent:275,prudent,nouvelle_energie,lr,19.6,14,5.6,58.9,41.1,17.8,nouvelle_energie,nouvelle_energie,true,true,true,71.3,55.55,44.45,11.1,13.2,7.7,59.1,40.9,22.15,19.68,2.1
3.94,5.66,6.68,7.36,8.2,9.08,10.8,nouvelle_energie:prudent:276,prudent,nouvelle_energie,horizons,16.6,13.7,2.9,53.5,46.5,7,nouvelle_energie,nouvelle_energie,true,true,true,70.9,54.1,45.9,8.2,10.8,3.94,55.4,44.6,24.93,21.79,2.6
10.5,14.32,16.62,18.14,19.98,21.96,25.78,nouvelle_energie:prudent:277,prudent,nouvelle_energie,rn,23.4,15.1,8.3,63.3,36.7,26.6,nouvelle_energie,nouvelle_energie,true,true,true,71.6,59.99,40.01,19.98,25.78,10.5,61.3,38.7,23.64,16.54,5.8
7.7,10.28,11.82,12.86,14.1,15.44,18.02,nouvelle_energie:prudent:278,prudent,nouvelle_energie,ps,21.2,14.7,6.5,55.5,44.5,11,nouvelle_energie,nouvelle_energie,true,true,true,72.2,57.05,42.95,14.1,18.02,7.7,59.5,40.5,26.16,21.08,3.92
4.94,8.98,11.4,13.02,14.96,17.06,21.12,nouvelle_energie:prudent:279,prudent,nouvelle_energie,rn,19.1,15.3,3.8,51.8,48.2,3.6,nouvelle_energie,nouvelle_energie,true,true,true,71.2,57.48,42.52,14.96,21.12,4.94,55.8,44.2,24.85,17.5,6.16
5.02,6,6.6,7,7.48,7.98,8.98,nouvelle_energie:risque:0,risque,nouvelle_energie,horizons,17.6,13.9,3.7,50.1,49.9,0.2,nouvelle_energie,nouvelle_energie,true,true,true,71.1,53.74,46.26,7.48,8.98,5.02,56.5,43.5,23.61,21.8,1.5
7.96,9.4,10.28,10.86,11.54,12.3,13.74,nouvelle_energie:risque:1,risque,nouvelle_energie,ps,20.4,13.6,6.8,53.5,46.5,7,nouvelle_energie,nouvelle_energie,true,true,true,71.5,55.77,44.23,11.54,13.74,7.96,60.1,39.9,24.59,21.83,2.2
13.48,16.98,19.08,20.48,22.16,23.98,27.48,nouvelle_energie:risque:2,risque,nouvelle_energie,rn,25,13.9,11.1,59.6,40.4,19.2,nouvelle_energie,nouvelle_energie,true,true,true,71.3,61.08,38.92,22.16,27.48,13.48,64.2,35.8,22.51,16.13,5.32
4.62,5.32,5.74,6.02,6.36,6.72,7.42,nouvelle_energie:risque:3,risque,nouvelle_energie,ps,17.3,13.6,3.7,57.8,42.2,15.6,nouvelle_energie,nouvelle_energie,true,true,true,71.8,53.18,46.82,6.36,7.42,4.62,56.4,43.6,25.5,24.15,1.06
7.6,11.96,14.58,16.32,18.42,20.68,25.04,nouvelle_energie:risque:4,risque,nouvelle_energie,rn,19.9,13.7,6.2,58.1,41.9,16.2,nouvelle_energie,nouvelle_energie,true,true,true,71.1,59.21,40.79,18.42,25.04,7.6,59.2,40.8,25.42,17.53,6.62
5.02,9.46,12.12,13.9,16.02,18.34,22.76,nouvelle_energie:risque:5,risque,nouvelle_energie,rn,18.1,14.5,3.6,55,45,10,nouvelle_energie,nouvelle_energie,true,true,true,71.2,58.01,41.99,16.02,22.76,5.02,56.1,43.9,25.12,17.21,6.74
4.6,5.36,5.8,6.12,6.48,6.86,7.62,nouvelle_energie:risque:6,risque,nouvelle_energie,horizons,17.9,14.4,3.5,50,50,0,nouvelle_energie,nouvelle_energie,true,true,false,70.7,53.24,46.76,6.48,7.62,4.6,55.8,44.2,22.73,21.36,1.14
7.74,11.62,13.94,15.5,17.36,19.36,23.24,nouvelle_energie:risque:7,risque,nouvelle_energie,rn,20.9,14.4,6.5,55.1,44.9,10.2,nouvelle_energie,nouvelle_energie,true,true,true,71.1,58.68,41.32,17.36,23.24,7.74,59,41,24.23,17.23,5.88
1.18,5.36,7.86,9.54,11.54,13.72,17.9,nouvelle_energie:risque:8,risque,nouvelle_energie,rn,16.8,15.8,1,61.1,38.9,22.2,nouvelle_energie,nouvelle_energie,true,true,true,70.6,55.77,44.23,11.54,17.9,1.18,51.4,48.6,24.24,16.95,6.36
2.2,6.12,8.46,10.04,11.92,13.94,17.86,nouvelle_energie:risque:9,risque,nouvelle_energie,ps,17.7,15.9,1.8,56.2,43.8,12.4,nouvelle_energie,nouvelle_energie,true,true,true,71.7,55.96,44.04,11.92,17.86,2.2,52.9,47.1,27.78,20.2,5.94
12.06,12.42,12.64,12.78,12.96,13.14,13.5,nouvelle_energie:risque:10,risque,nouvelle_energie,ps,24.7,14.5,10.2,51.4,48.6,2.8,nouvelle_energie,nouvelle_energie,true,true,true,72.1,56.48,43.52,12.96,13.5,12.06,63.5,36.5,22.17,21.46,0.54
7.46,10.08,11.66,12.7,13.96,15.32,17.94,nouvelle_energie:risque:11,risque,nouvelle_energie,lfi,20.3,13.7,6.6,58.1,41.9,16.2,nouvelle_energie,nouvelle_energie,true,true,true,72,56.98,43.02,13.96,17.94,7.46,59.4,40.6,26,20.95,3.98
12.38,16.6,19.14,20.82,22.84,25.04,29.26,nouvelle_energie:risque:12,risque,nouvelle_energie,rn,23,12.9,10.1,58,42,16,nouvelle_energie,nouvelle_energie,true,true,true,71.3,61.42,38.58,22.84,29.26,12.38,64.2,35.8,24.64,16.91,6.42
3.82,4.5,4.9,5.18,5.5,5.86,6.54,nouvelle_energie:risque:13,risque,nouvelle_energie,renaissance,17,14.2,2.8,51.8,48.2,3.6,nouvelle_energie,nouvelle_energie,true,true,true,71,52.75,47.25,5.5,6.54,3.82,55.1,44.9,23.89,22.64,1.04
10.14,12.62,14.1,15.1,16.28,17.56,20.04,nouvelle_energie:risque:14,risque,nouvelle_energie,ps,21.7,13.2,8.5,55.8,44.2,11.6,nouvelle_energie,nouvelle_energie,true,true,true,71.9,58.14,41.86,16.28,20.04,10.14,62.6,37.4,25.63,20.86,3.76
8.16,12.26,14.72,16.38,18.34,20.48,24.58,nouvelle_energie:risque:15,risque,nouvelle_energie,rn,21.8,15.1,6.7,62.5,37.5,25,nouvelle_energie,nouvelle_energie,true,true,true,71.5,59.17,40.83,18.34,24.58,8.16,59.2,40.8,24.79,17.15,6.24
7.5,10.82,12.8,14.12,15.72,17.44,20.76,nouvelle_energie:risque:16,risque,nouvelle_energie,lfi,20.9,14.3,6.6,57.6,42.4,15.2,nouvelle_energie,nouvelle_energie,true,true,true,71.9,57.86,42.14,15.72,20.76,7.5,59.1,40.9,25.87,19.52,5.04
18.42,19,19.36,19.58,19.88,20.18,20.76,nouvelle_energie:risque:17,risque,nouvelle_energie,ps,27.5,11.8,15.7,60,40,20,nouvelle_energie,nouvelle_energie,true,true,true,72.2,59.94,40.06,19.88,20.76,18.42,70.6,29.4,22.56,21.4,0.88
9.64,11.5,12.62,13.36,14.24,15.2,17.06,nouvelle_energie:risque:18,risque,nouvelle_energie,ps,23.5,15.2,8.3,60.9,39.1,21.8,nouvelle_energie,nouvelle_energie,true,true,true,72.1,57.12,42.88,14.24,17.06,9.64,61,39,24.01,20.37,2.82
4.76,4.06,3.66,3.38,3.04,2.68,1.98,nouvelle_energie:risque:19,risque,nouvelle_energie,horizons,17.6,13.9,3.7,51.7,48.3,3.4,nouvelle_energie,nouvelle_energie,true,true,true,71.2,51.52,48.48,3.04,1.98,4.76,56.4,43.6,22.91,24.21,-1.06
8.92,10.48,11.4,12.02,12.76,13.58,15.12,nouvelle_energie:risque:20,risque,nouvelle_energie,ps,21.3,13.8,7.5,51.8,48.2,3.6,nouvelle_energie,nouvelle_energie,true,true,true,71.7,56.38,43.62,12.76,15.12,8.92,61,39,24.51,21.53,2.36
3.08,4.36,5.1,5.62,6.22,6.88,8.14,nouvelle_energie:risque:21,risque,nouvelle_energie,ps,17,14.7,2.3,56.8,43.2,13.6,nouvelle_energie,nouvelle_energie,true,true,true,71.5,53.11,46.89,6.22,8.14,3.08,54.1,45.9,25.05,22.66,1.92
7.62,12.66,15.68,17.7,20.12,22.74,27.8,nouvelle_energie:risque:22,risque,nouvelle_energie,rn,20.4,14.3,6.1,63.2,36.8,26.4,nouvelle_energie,nouvelle_energie,true,true,true,71.1,60.06,39.94,20.12,27.8,7.62,58.9,41.1,25.47,16.35,7.68
12.16,13.12,13.7,14.08,14.54,15.04,16,nouvelle_energie:risque:23,risque,nouvelle_energie,horizons,23.3,13.7,9.6,53.4,46.6,6.8,nouvelle_energie,nouvelle_energie,true,true,true,71.2,57.27,42.73,14.54,16,12.16,63.6,36.4,21.6,19.81,1.46
5.28,6.52,7.24,7.74,8.32,8.96,10.18,nouvelle_energie:risque:24,risque,nouvelle_energie,horizons,18.4,14.2,4.2,57.7,42.3,15.4,nouvelle_energie,nouvelle_energie,true,true,true,70.9,54.16,45.84,8.32,10.18,5.28,56.8,43.2,23.99,21.72,1.86
6.5,7.92,8.78,9.34,10.02,10.76,12.18,nouvelle_energie:risque:25,risque,nouvelle_energie,ps,20.7,15.4,5.3,49.2,50.8,1.6,ps,nouvelle_energie,false,true,false,71.9,55.01,44.99,10.02,12.18,6.5,57.8,42.2,24.05,21.31,2.16
7.66,11.9,14.44,16.14,18.16,20.36,24.6,nouvelle_energie:risque:26,risque,nouvelle_energie,rn,21.3,15.1,6.2,54,46,8,nouvelle_energie,nouvelle_energie,true,true,true,71.5,59.08,40.92,18.16,24.6,7.66,58.7,41.3,24.72,16.91,6.44
16.26,16.74,17.02,17.2,17.44,17.68,18.16,nouvelle_energie:risque:27,risque,nouvelle_energie,renaissance,25.9,12.7,13.2,57.6,42.4,15.2,nouvelle_energie,nouvelle_energie,true,true,true,71.5,58.72,41.28,17.44,18.16,16.26,67.7,32.3,21.03,20.14,0.72
8.92,10.6,11.6,12.28,13.08,13.96,15.64,nouvelle_energie:risque:28,risque,nouvelle_energie,ps,22.2,14.8,7.4,52.5,47.5,5,nouvelle_energie,nouvelle_energie,true,true,true,72,56.54,43.46,13.08,15.64,8.92,60.5,39.5,24.15,20.9,2.56
8.28,9.68,10.52,11.08,11.76,12.5,13.9,nouvelle_energie:risque:29,risque,nouvelle_energie,lr,20.8,14.2,6.6,55.6,44.4,11.2,nouvelle_energie,nouvelle_energie,true,true,true,70.7,55.88,44.12,11.76,13.9,8.28,59.4,40.6,21.25,18.76,2.14
6.22,8.66,10.12,11.08,12.24,13.52,15.94,nouvelle_energie:risque:30,risque,nouvelle_energie,lfi,17.9,12.7,5.2,53.5,46.5,7,nouvelle_energie,nouvelle_energie,true,true,true,71.9,56.12,43.88,12.24,15.94,6.22,58.5,41.5,26.19,21.63,3.7
6.66,8.98,10.36,11.3,12.4,13.62,15.94,nouvelle_energie:risque:31,risque,nouvelle_energie,ps,19,13.7,5.3,54.1,45.9,8.2,nouvelle_energie,nouvelle_energie,true,true,true,71.6,56.2,43.8,12.4,15.94,6.66,58.6,41.4,25.62,21.23,3.54
11.88,13.04,13.72,14.18,14.74,15.34,16.48,nouvelle_energie:risque:32,risque,nouvelle_energie,ps,23,12.8,10.2,53.7,46.3,7.4,nouvelle_energie,nouvelle_energie,true,true,true,71.7,57.37,42.63,14.74,16.48,11.88,64.4,35.6,23.86,21.64,1.74
2.22,6.02,8.3,9.8,11.62,13.6,17.38,nouvelle_energie:risque:33,risque,nouvelle_energie,rn,17.6,15.8,1.8,55.6,44.4,11.2,nouvelle_energie,nouvelle_energie,true,true,true,71.1,55.81,44.19,11.62,17.38,2.22,52.7,47.3,24.73,17.91,5.76
1.4,2.28,2.82,3.16,3.58,4.04,4.92,nouvelle_energie:risque:34,risque,nouvelle_energie,ps,17.1,16.3,0.8,52,48,4,nouvelle_energie,nouvelle_energie,true,true,true,71.7,51.79,48.21,3.58,4.92,1.4,51.8,48.2,24.24,22.57,1.34
7.9,10.12,11.46,12.36,13.42,14.58,16.82,nouvelle_energie:risque:36,risque,nouvelle_energie,horizons,22.3,15.7,6.6,58.5,41.5,17,nouvelle_energie,nouvelle_energie,true,true,true,71.2,56.71,43.29,13.42,16.82,7.9,58.9,41.1,23.47,19.23,3.4
10.62,12.42,13.52,14.24,15.1,16.06,17.86,nouvelle_energie:risque:37,risque,nouvelle_energie,ps,21.9,13.2,8.7,52.8,47.2,5.6,nouvelle_energie,nouvelle_energie,true,true,true,71.8,57.55,42.45,15.1,17.86,10.62,62.9,37.1,24.43,20.97,2.76
5.02,6.78,7.84,8.54,9.4,10.3,12.08,nouvelle_energie:risque:38,risque,nouvelle_energie,ps,19.5,15.4,4.1,56.3,43.7,12.6,nouvelle_energie,nouvelle_energie,true,true,true,71.7,54.7,45.3,9.4,12.08,5.02,56.2,43.8,24.83,21.44,2.68
3.34,5.46,6.72,7.56,8.58,9.68,11.78,nouvelle_energie:risque:39,risque,nouvelle_energie,ps,17.4,14.9,2.5,56.6,43.4,13.2,nouvelle_energie,nouvelle_energie,true,true,true,71.5,54.29,45.71,8.58,11.78,3.34,54.4,45.6,25.16,21.23,3.2
6.68,8.18,9.1,9.7,10.42,11.22,12.72,nouvelle_energie:risque:40,risque,nouvelle_energie,ecologistes,19.4,13.5,5.9,53.3,46.7,6.6,nouvelle_energie,nouvelle_energie,true,true,true,71.9,55.21,44.79,10.42,12.72,6.68,59,41,26.55,23.56,2.3
3.68,6.28,7.84,8.88,10.14,11.48,14.1,nouvelle_energie:risque:41,risque,nouvelle_energie,lr,16.3,13.6,2.7,50.9,49.1,1.8,nouvelle_energie,nouvelle_energie,true,true,true,71,55.07,44.93,10.14,14.1,3.68,54.9,45.1,24.72,20.08,3.96
13.54,14.96,15.82,16.4,17.08,17.82,19.26,nouvelle_energie:risque:42,risque,nouvelle_energie,ps,26.6,14.6,12,60.5,39.5,21,nouvelle_energie,nouvelle_energie,true,true,true,71.9,58.54,41.46,17.08,19.26,13.54,64.6,35.4,22.67,19.85,2.18
15.54,19.36,21.66,23.18,25.02,27,30.82,nouvelle_energie:risque:43,risque,nouvelle_energie,rn,25.3,12.8,12.5,62.2,37.8,24.4,nouvelle_energie,nouvelle_energie,true,true,true,71.4,62.51,37.49,25.02,30.82,15.54,66.7,33.3,23.24,16.25,5.8
2.64,6.7,9.14,10.78,12.72,14.84,18.9,nouvelle_energie:risque:44,risque,nouvelle_energie,rn,16,13.9,2.1,55.4,44.6,10.8,nouvelle_energie,nouvelle_energie,true,true,true,70.8,56.36,43.64,12.72,18.9,2.64,53.5,46.5,25.52,18.39,6.18
